item_id	path_type	path	included	assigned_agent	bytes	sha16	depth	core_descendant_files	reason
DO_NOT_WISH_CODING-HZ-152	file	prompt-template/claude/agent-teams-instructions.md	yes	agent_02	638	357c69f2bea2c736	3		prompt/block template defining algorithmic transitions, gates, or review contracts
DO_NOT_WISH_CODING-HZ-153	file	prompt-template/claude/finalize-phase-prompt.md	yes	agent_03	1720	0944612a8271aa69	3		prompt/block template defining algorithmic transitions, gates, or review contracts
DO_NOT_WISH_CODING-HZ-154	file	prompt-template/claude/finalize-phase-skipped-prompt.md	yes	agent_04	1630	9432f15a7603cf32	3		prompt/block template defining algorithmic transitions, gates, or review contracts
DO_NOT_WISH_CODING-HZ-155	file	prompt-template/claude/goal-tracker-update-request.md	yes	agent_05	573	7562a836815c4e71	3		prompt/block template defining algorithmic transitions, gates, or review contracts
DO_NOT_WISH_CODING-HZ-156	file	prompt-template/claude/next-round-footer.md	yes	agent_06	448	3cb3f7d1cd4c23eb	3		prompt/block template defining algorithmic transitions, gates, or review contracts
DO_NOT_WISH_CODING-HZ-157	file	prompt-template/claude/next-round-prompt.md	yes	agent_07	1434	defa9eccdaeff3ce	3		prompt/block template defining algorithmic transitions, gates, or review contracts
DO_NOT_WISH_CODING-HZ-158	file	prompt-template/claude/open-question-notice.md	yes	agent_08	181	f719a3f70b3ad88d	3		prompt/block template defining algorithmic transitions, gates, or review contracts
DO_NOT_WISH_CODING-HZ-159	file	prompt-template/claude/post-alignment-action-items.md	yes	agent_09	390	997a65e7b8b813f7	3		prompt/block template defining algorithmic transitions, gates, or review contracts
DO_NOT_WISH_CODING-HZ-160	file	prompt-template/claude/push-every-round-note.md	yes	agent_10	101	786793c424471d77	3		prompt/block template defining algorithmic transitions, gates, or review contracts
DO_NOT_WISH_CODING-HZ-161	file	prompt-template/claude/review-phase-prompt.md	yes	agent_11	973	b23b9f903cb7e298	3		prompt/block template defining algorithmic transitions, gates, or review contracts
DO_NOT_WISH_CODING-HZ-162	file	prompt-template/codex/code-review-phase.md	yes	agent_12	1273	7732ef716b716cfa	3		prompt/block template defining algorithmic transitions, gates, or review contracts
DO_NOT_WISH_CODING-HZ-163	file	prompt-template/codex/full-alignment-review.md	yes	agent_13	4167	b411240f17ff1f2f	3		prompt/block template defining algorithmic transitions, gates, or review contracts
DO_NOT_WISH_CODING-HZ-164	file	prompt-template/codex/goal-tracker-update-section.md	yes	agent_14	1047	b65806939b91d326	3		prompt/block template defining algorithmic transitions, gates, or review contracts
DO_NOT_WISH_CODING-HZ-165	file	prompt-template/codex/regular-review.md	yes	agent_15	3898	0e1832561c8c6381	3		prompt/block template defining algorithmic transitions, gates, or review contracts
DO_NOT_WISH_CODING-HZ-166	file	prompt-template/plan/gen-plan-template.md	yes	agent_16	4980	4b9960bde0a0514f	3		prompt/block template defining algorithmic transitions, gates, or review contracts
DO_NOT_WISH_CODING-HZ-167	file	prompt-template/pr-loop/codex-goal-tracker-update.md	yes	agent_17	2008	5243ce9a0b095b92	3		prompt/block template defining algorithmic transitions, gates, or review contracts
DO_NOT_WISH_CODING-HZ-168	file	prompt-template/pr-loop/critical-requirements-has-comments.md	yes	agent_18	654	25fa79c23496b68b	3		prompt/block template defining algorithmic transitions, gates, or review contracts
DO_NOT_WISH_CODING-HZ-169	file	prompt-template/pr-loop/critical-requirements-no-comments.md	yes	agent_19	585	d29a14c30d60898b	3		prompt/block template defining algorithmic transitions, gates, or review contracts
DO_NOT_WISH_CODING-HZ-170	file	prompt-template/pr-loop/goal-tracker-initial.md	yes	agent_20	725	4489e2fdf92f879d	3		prompt/block template defining algorithmic transitions, gates, or review contracts
DO_NOT_WISH_CODING-HZ-171	file	prompt-template/pr-loop/round-0-header.md	yes	agent_21	333	31e5f99f1dc163a6	3		prompt/block template defining algorithmic transitions, gates, or review contracts
DO_NOT_WISH_CODING-HZ-172	file	prompt-template/pr-loop/round-0-task-has-comments.md	yes	agent_22	1390	20d190147f779e4f	3		prompt/block template defining algorithmic transitions, gates, or review contracts
DO_NOT_WISH_CODING-HZ-173	file	prompt-template/pr-loop/round-0-task-no-comments.md	yes	agent_23	1066	c184172250797df4	3		prompt/block template defining algorithmic transitions, gates, or review contracts
DO_NOT_WISH_CODING-HZ-174	file	scripts/lib/config-loader.sh	yes	agent_24	4969	278d718f8647547b	3		runtime script implementing workflow, routing, monitor, validation, or state behavior
DO_NOT_WISH_CODING-HZ-175	file	scripts/lib/model-router.sh	yes	agent_25	2235	fb9a23884eef2c07	3		runtime script implementing workflow, routing, monitor, validation, or state behavior
DO_NOT_WISH_CODING-HZ-176	file	scripts/lib/monitor-common.sh	yes	agent_26	17436	100cc115eebc5d20	3		runtime script implementing workflow, routing, monitor, validation, or state behavior
DO_NOT_WISH_CODING-HZ-177	file	scripts/lib/monitor-skill.sh	yes	agent_27	18174	bbbaf71cea30aebd	3		runtime script implementing workflow, routing, monitor, validation, or state behavior
DO_NOT_WISH_CODING-HZ-178	file	skills/ask-codex/SKILL.md	yes	agent_28	1983	9245320c5b34ac8f	3		skill instruction defining algorithmic workflow behavior
DO_NOT_WISH_CODING-HZ-179	file	skills/humanize-gen-plan/SKILL.md	yes	agent_29	3927	a854208a4bc362bf	3		skill instruction defining algorithmic workflow behavior
DO_NOT_WISH_CODING-HZ-180	file	skills/humanize-rlcr/SKILL.md	yes	agent_30	4364	224624e7fb17f5e7	3		skill instruction defining algorithmic workflow behavior
DO_NOT_WISH_CODING-HZ-181	file	skills/humanize/SKILL.md	yes	agent_01	8565	de673e026bee8c1a	3		skill instruction defining algorithmic workflow behavior
DO_NOT_WISH_CODING-SKIP-025	file	tests/fixtures/comment-reactions.json	no		142	f7d65ec67f648747	3		fixture/mock data; not a core algorithm file
DO_NOT_WISH_CODING-SKIP-026	file	tests/fixtures/issue-comments.json	no		102	5cd95080cf7416c2	3		fixture/mock data; not a core algorithm file
DO_NOT_WISH_CODING-SKIP-027	file	tests/fixtures/issue_comments.json	no		658	ced611db7e54cefc	3		fixture/mock data; not a core algorithm file
DO_NOT_WISH_CODING-SKIP-028	file	tests/fixtures/pr-reviews.json	no		134	8d0dfa2305063094	3		fixture/mock data; not a core algorithm file
DO_NOT_WISH_CODING-SKIP-029	file	tests/fixtures/pr_reviews.json	no		827	ff87c6739a885694	3		fixture/mock data; not a core algorithm file
DO_NOT_WISH_CODING-SKIP-030	file	tests/fixtures/reactions.json	no		113	4e52cd2296f73ada	3		fixture/mock data; not a core algorithm file
DO_NOT_WISH_CODING-SKIP-031	file	tests/fixtures/review-comments.json	no		3	37517e5f3dc66819	3		fixture/mock data; not a core algorithm file
DO_NOT_WISH_CODING-SKIP-032	file	tests/fixtures/review_comments.json	no		512	eb230b1311e2a44c	3		fixture/mock data; not a core algorithm file
DO_NOT_WISH_CODING-SKIP-033	file	tests/mocks/gh	no		8527	1323275975b9d866	3		fixture/mock data; not a core algorithm file
DO_NOT_WISH_CODING-HZ-182	file	tests/robustness/test-base-branch-detection.sh	yes	agent_02	6042	8f1b2a450a732504	3		executable specification for core algorithm behavior
DO_NOT_WISH_CODING-HZ-183	file	tests/robustness/test-cancel-security-robustness.sh	yes	agent_03	14738	7a605131df07cf26	3		executable specification for core algorithm behavior
DO_NOT_WISH_CODING-HZ-184	file	tests/robustness/test-concurrent-state-robustness.sh	yes	agent_04	16008	ab16a8edd4b61795	3		executable specification for core algorithm behavior
DO_NOT_WISH_CODING-HZ-185	file	tests/robustness/test-git-operations-robustness.sh	yes	agent_05	14267	fcf81f78483f8332	3		executable specification for core algorithm behavior
DO_NOT_WISH_CODING-HZ-186	file	tests/robustness/test-goal-tracker-robustness.sh	yes	agent_06	14003	e44645348a68758a	3		executable specification for core algorithm behavior
DO_NOT_WISH_CODING-HZ-187	file	tests/robustness/test-hook-input-robustness.sh	yes	agent_07	22458	bd62ce59be3cb3a4	3		executable specification for core algorithm behavior
DO_NOT_WISH_CODING-HZ-188	file	tests/robustness/test-hook-system-robustness.sh	yes	agent_08	23750	f6f190bcdc210dbd	3		executable specification for core algorithm behavior
DO_NOT_WISH_CODING-HZ-189	file	tests/robustness/test-path-validation-robustness.sh	yes	agent_09	13568	0296556c66dd70e2	3		executable specification for core algorithm behavior
DO_NOT_WISH_CODING-HZ-190	file	tests/robustness/test-plan-file-robustness.sh	yes	agent_10	15364	9fc75deaaaaaa924	3		executable specification for core algorithm behavior
DO_NOT_WISH_CODING-HZ-191	file	tests/robustness/test-pr-loop-api-fetch.sh	yes	agent_11	499	bf55e82b31920d3b	3		executable specification for core algorithm behavior
DO_NOT_WISH_CODING-HZ-192	file	tests/robustness/test-pr-loop-api-poll.sh	yes	agent_12	450	989d0a72cea32ae8	3		executable specification for core algorithm behavior
DO_NOT_WISH_CODING-HZ-193	file	tests/robustness/test-pr-loop-api-robustness.sh	yes	agent_13	28577	22b9338ad2c50c1d	3		executable specification for core algorithm behavior
DO_NOT_WISH_CODING-HZ-194	file	tests/robustness/test-session-robustness.sh	yes	agent_14	10115	37fe729ed010b890	3		executable specification for core algorithm behavior
DO_NOT_WISH_CODING-HZ-195	file	tests/robustness/test-setup-scripts-robustness.sh	yes	agent_15	44343	3bbbac574d376ce1	3		executable specification for core algorithm behavior
DO_NOT_WISH_CODING-HZ-196	file	tests/robustness/test-state-file-robustness.sh	yes	agent_16	13764	05d2e21897c647c1	3		executable specification for core algorithm behavior
DO_NOT_WISH_CODING-HZ-197	file	tests/robustness/test-state-transition-robustness.sh	yes	agent_17	12289	5b25c8221b76334a	3		executable specification for core algorithm behavior
DO_NOT_WISH_CODING-HZ-198	file	tests/robustness/test-template-error-robustness.sh	yes	agent_18	10937	a67c04ad89fbdc0a	3		executable specification for core algorithm behavior
DO_NOT_WISH_CODING-HZ-199	file	tests/robustness/test-template-stress-robustness.sh	yes	agent_19	8882	8df6f3689da68172	3		executable specification for core algorithm behavior
DO_NOT_WISH_CODING-HZ-200	file	tests/robustness/test-timeout-robustness.sh	yes	agent_20	7794	f97a9e59be243845	3		executable specification for core algorithm behavior
